RUC,company,total
8-855-61,ANNA LORENA GONZALEZ SANCHEZ,11
8-947-2396,EL FESTIVAL DE LAS TABLAS/HECTOR RECIO,11
49692552,CHEN ZHITAO,11
8-517-506,EDGARDO FONTANE,11
1528334-1-652999,ECOSOLUTIONS MGB  INC,11
155636384-2-2016,"JOYERIA EL DIAMANTE, S.A.",11
2-162-1865,TEODORA M.CARDENAS (MELANIES STORE),11
3-719-2451,ANDRES DI VALENTI SPENCE GORDON,11
EMBAJADADELAFEDERACIONRUSA,EMBAJADA DE LA FEDERACION RUSA,11
GBR554648608,SPYRIDON SKOUVARAS,11
155637214-2-2016,NAMKYONG PANAMA S.A,11
N-19-2471,RONG JI WEN CHAW,11
GK501012,OLEG SPITSINE,11
8-807-1645,YULISSA ORTEGA,11
155659916-2-2018,"DTNI GBM PANAMA, S.A.",11
37858-134-269287,GOMEZ INTERNATIONAL S A,11
E-8-133785,NESTOR CAEZ JIMENEZ/GRUPO YADAH SA,11
E-8-86881,EDGAR PIERS CYRIL BANNA,11
E-8-114343,PABLO CESAR MORENO NAVAS,11
155639288-2-2016,EASY LOGISTICS PANAMA,11
10790-2-109687,SOLAR CONTROL S A,11
8-220-2263,MAGALYS DEL CARMEN DELGADO MELGAREJO,11
1696494-1-685759,"AUTO INVERSIONES LUO, S.A.",11
3-726-1896,JAQUELINE IVETTE MU?IZ PORTUGAL,11
155664453-2-2018,LATIN COLLECTION CORP,11
E-8-123339,SUPERMARKET  NEW DAY,11
E-8-107931,Igal Ady,11
3-736-1881,ROHIT RAW WADHWANI/SUPER AMERICANO,11
6-715-856,REYNALDO JOSE GARRIDO C.,11
52613-28-325162,AGRO FERTIL PANAMA S A,11
8-781-2185,LINO ARTURO ROMERO- MARISCOS ROMERO,11
2-135-612,MIRNA ESTENIA SANCHEZ GONZALEZ,11
2-131-510,LARVIN N VLLARREAL,11
49859-149-316376,"BTICINO PANAMA, S.A.",11
1968092-1-734764,ALBROOK ENTERTAINMENT  INC,11
155612417-2-2015,FRITSSON GROUP CORPORATION,11
155670621-2-2018,BLINDSPOT CORPORATION,11
155606928-2-2015,GRAPHIC COLOR ARRAIJAN,11
1845134-1-712724,MAREA VENTURES  CORP,11
635246-1-457097,INVERSIONES Y SERVICIOS ADEL S A,11
1423545-1-632466,TRAESA DE PANAMA S A,11
AS432992,BRAYAN LIZARAZO,11
155641174-2-2016,"L.C. INTERNACIONAL, S.A.",11
9-83-320,VENTAS J ADAMES,11
E-8-58961,"YONG JIA ZHANG (AMP. DIST. IRENE, S.A)",11
2424000-1-808259,PROVIMIX PANAMA S.A.,11
4-721-1585,EDGARDO ANTONIO MIRANDA BEIRO,11
4-716-2135,EL MANANTIAL DE LAS FLORES,11
1286922-1-601984,DISTRIBUIDORA ESPECIALIZADA  S A  (DESA),11
58581-2-342146,"PUERTOS DE CRUCEROS DE COLON 2000,S.A.",11
155663148-2-2018,"ZEDIS, S.A.",11
1164992-1-574839,INGENIERIA Y ARQUITECTURA APLICADA  S A,11
2648668-1-840439,CINEMA PROPERTIES TOWN CENTER,11
1058454-1-549254,LONDON & REGIONAL PANAMA S A,11
8-872-213,PEDRO GABRIEL ALVARADO,11
155587429-2-2014,KEY-DOH PLAY & CAFE CORP,11
563341-1-445318,ASEO CAPITAL S A,11
2607316-1-834794,GREEN TELECOM INC,11
DF061272,JORGE BLASCO,11
79511837,WILLIAN RICARDO MUSTAFA,11
AR373350,RONALD ARIZABALETA TABARES,11
7570-1-364968,ITNAKS HAREN INVESTMENT CORP,11
4-183-933,YORGELINA MARTINEZ MARTINEZ,11
10515-95-107317,BYRO S A,11
155605439-2-2015,"ECOLAND PANAMA, S.A.",11
8-799-550,NANCY SILVA,11
YA7642640,GISEPPE ROBERTO BIANCO,11
8592-40-89479,CREDITOS SAN FRANCISCO S A,11
2257007-1-782607,GRUPO RIHANNA,11
7-82-191,DE LEON DIVA A SOLIS G.,11
E-8-77806,HUMBERTO ARMAS,11
2241476-1-779844,JACK IN THE BAG S A,11
37918-59-269521,GRUPO SILABA CHIRIQUI S A,11
2683259-1-845438,ARCHITECTURAL HARDWARE SOLUTI,11
N-21-1390,ROBERTO WILLIAM LAVOI TIRADOR,11
7370-10-80919,PANAFRUT S A,11
155629758-2-2016,"ALISOF, S.A.",11
155662615-2-2018,"ENERMOTICA, SA",11
4-706-1109,CLAUDIO jIMENEZ,11
1370711-1-621614,ENMARK INTERNATIONAL TRADING CO,11
155621390-2-2016,PENTEL DE PANAMA,11
8-817-2144,JAVIER ENRIQUE FELIU HORNE,11
8-823-1279,RAIMUNDO WU,11
N-20-1568,GRUPO W & Z,11
8-371-62,ALEXIS MANUEL RODRIGUEZ HERRERA,11
1276889-1-599484,INMOBILIARIA PAN DE AZUCAR  S A,11
155633523-2-2016,BOSCORE S.A.,11
15566295-2-2018,LED ELECTRONIC PANAMA S A,11
072489305,ELIAS PEREZ,11
4-730-950,MELISSA LORENA MIRANDA,11
8-487-449,FRANCISCO MANUEL ( MEDIDENTAL),11
53249-101-327156,CALZADO ISTME?O AVILA S A,11
1664619-1-678350,ECONOHOGAR,11
N-21-1476,PIEDAD OBANDO SALAZAR,11
8-222-1876,HARRY STRUNZ,11
8-193-954,OLGA NAVARRO DE SOSA,11
E-8-30487,DISTRIBUIDORA ALVARES CIENTIFICA,11
N-20-436,EXPRESS MINI MARKET,11
14094-16-137407,INVERSIONES KOCK Y ASOC S A,11
N-13-62,DANIEL KHAFIF,11
1807210-1-706526,ASIG PANAMA S A,11
8-805-1732,MONICA DIAZ,11
059552284,JORGE JOSUE MARIN HERNANDEZ,11
4-724-1305,ELSY NAYARET BEITIA ROJAS/NOV. LA ELEGANCIA,11
9-164-402,GUILLERMO ALBERTO RUIZ/ELECT. NEW CITY,11
2627819-1-837599,COLEGIO BILINGUE LAS NACIONES,11
GA224944,JENNIFER GURALNICK,11
E-8-69784,KW IMPORT&EXPORT S.A,11
1936434-1-729090,VIDEX TECHNOLOGIES  S A,11
1975759,PAUL KIRK,11
E-8-69784,KW IMPORT& EXPORT,11
01509424,AGUSTIN FLORES JOSE,11
155600943-2-2015,"HEM STORE PANAMA, S.A.",11
1717602-1-689637,PANA CRAFTS  S A,11
58162-24-340952,MIMO INTERNACIONAL IMPORTS & EXPORTS INC,11
155672303-2-2018,INV TB COMERCIAL (PANAMA) S.A.,11
8-489-982,JAVIER ESPINOSA JIMENEZ,11
E-8-96292,SILVIO MORENO RODRIGUEZ,11
4-800-941,AHMAD INTAIR MONTES/DIST.AL.QUDS,11
2393264-1-803914,MY SHOP S.A.,11
E-8-88365,ZHUOHONG WU/TALLER ACERO INOXIDABLE,11
8-192-717,ROBERTO BERTONCINI,11
1883795-1-719624,CONSTRUCTORA Y DESARROLLOS SUR Y NORTE  S A,11
155617196-2-2015,TEN SUB INC,11
1003756622,CECILIA MALDONADO,11
840422-1-503405,GEO FREIGHT INT L S A,11
32835-76-249363,DEPORTES EL CAZADOR S A,11
1279-193-25605,CENTRO MEDICO DEL CARIBE S A,11
A00021416,HECTOR DAVID MOTTA,11
2602691-1-834120,"ALCIONE PANAMA, S.A.",11
8-730-487,ALESSANDRO PATARO,11
518965-1-438275,CEA SOLUTIONS,11
8-766-939,"ODONTODENT, S.A. / JOSE R BLANCO C",11
1767596-1-1662,VF SOURCING LATIN AMERICA S A  R L  PANAMA BRANCH,11
PE-10-1568,LUIS CARLOS REYES ALFU,11
1162593-1-574113,RIALTO COMMERCIAL  S A,11
8-823-2452,JAMES MICHAEL HINDS GARRIDO,11
118255059,SUSI HUAMAN,11
1338031-1-614363,QM ENTERPRICE  S A,11
AO507519,GEORLLANYS LEAL,11
155671854-2-2018,AROMATIC PTY INTERNATIONAL SA,11
637793-1-457490,CINEMA PROPERTIES INC.,11
155680065-2-2019,"CR & PTY FAJAS, S.A.",11
8-424-437,DINA MARCELA GONZALEZ MARQUEZ,11
6-702-1548,MAURA LARISSA RODIRGUEZ MADRID,11
790389-1-491201,OPTIMA BALLISTIC GLASS CORPORATION,11
447253-1-431055,MAX S PLUMBINGS S A,11
2601495-1-2352,MEDITEST INTERNACIONAL S.A,11
8-797-1440,DANIEL COLINA,11
8-462-131,ERICK LEON,11
PAN/03/902,OACI (PNUD),11
E-8-51212,OSMAN SALEH,11
2260050-1-783153,"THE SOLAR BIZ, SA",11
8-844-1482,ANTONIO CHEUNG,11
7-91-1920,RUBEN SUCRE,11
FB541075,RODRIGO ALBERTO CRISTANCHO RESTREPO,11
2197518-1-2046,CHEIL CENTRAL AMERICA INC,11
8-852-773,mehfuz ranguni,11
2505291-1-819612,DXN INTERNATIONAL PANAM,11
2659020-1-841931,GANO ITOUCH PANAM,11
1454445-1-638843,CRICEPA  S A,11
8-319-315,LURDES JANETH SHEE,11
8-904-871,DIST.Y SEDERIA POPULAR/LILI HOU ZHONG,11
PE135999,ANTONIO HABIB,11
2631318-1-838146,SMART LOGISTIC SOLUTION INC,11
8-822-205,MARIA ALEJANDRA CASTILLO,11
9-723-2001,YIRLEI JUAREZ ROJAS / HOGAR Y MAS,11
2040845-1-746374,PALESTINA STORE S.A.,11
4-744-2406,MARIO AMORUSO,11
4-165-32,YARIDENA SANTAMARIA ARAUJO,11
155628080-2-2016,"XTREME ACXION PANAMA, S.A.",11
1741338-1-694389,"REFRIGERACION 365, S.A.",11
4-722-7,JOSE ALEJANDRO CARRASQUILLA,11
1018599-1-539943,INNOVA PLUS DE PANAMA  S A,11
470915365,BRIAN CHRISTIE JONES,11
4-295-528,MAGALY RAYO,11
2314792-1-792119,WINCO PANAMA,11
1516113-1-650591,ROTULACION GRAFICA  S A,11
603210921,PABLO ERNESTO ARIAS CAMPOS,11
155668694-2-2018,HTPRO,11
155610504-2-2015,DOMUS ITALIA CONST AND CONS.SA,11
2435158-1-809987,"REPRESENTACIONES SUSY, S.A.",11
4-772-6,MAYELIS GONZALEZ,11
2549578-1-826183,DISTRIBUIDORA GLOBAL DENT PLUS,11
E-8-110299,JUAN C TOVARI I,11
8-390-675,KATHIA RUIZ,11
N-19-525,SALEEMUDDIN BAKHSULLAH,11
E-8-134495,ALEJANDRO COELHO,11
155605088-2-2015,BEITON TECNOLOGIA S.A.,11
E-8-109474,LIBRERIA CRISTIANA MARANATHA/HERNAN GARCIA,11
2362852-1-799560,"AMPERE, SA",11
16419-12-156048,CHEVA QUIEL S A,11
E-8-117858,FADY EL DIK RICHANI,11
155604802-2-2015,INVERSIONES Y CAPITALES F&E,11
2141676-1-763884,"PETMARKET, S.A.",11
155610467-2-2015,VISA PANAMA S. DE R.L.,11
1900134-1-722374,REFRIGERADOS RCC  S A,11
2563861-1-828233,"I + C CORP, SA",11
8-458-62,RICARDO MARQUEZ AMADO,11
STAND#L173,ZEN INDUSTRIA METALURGICA,11
155614885-2-2015,N M J S.A. / ZONA FRANCA MALL,11
2252880-1-781907,"MAXIPEGA, S.A.",11
155594106-2-2015,AUDIO MIX S.A,11
8-355-55,NORMANDO ESPINOSA.,11
155585445-2-2014,"INGESOFT PANAMA, S.A.",11
E-8-92097,KELAN LUO,11
8-827-1957,SUPER MERCADO CASA ISABEL,11
8-800-1648,ANDREA DEL CARMEN ZUBIETA,11
8-782-210,MARVIN AZRAK MOGILEVSKY,11
155683576-2-2019,KING TECH,11
8-785-58,RED IMPORT PARTS & ACCESORIES,11
4-140-734,ALCADA / ALBERTO ORTEGA,11
8-NT-2-5243,SUNTRACS SIND  UNI  NACIONAL DE TRABAJ  DE LA IND  DE LA CONST  Y SIMILARES,11
N-18-985,CESAR LOO,11
155645562-2-2017,REMANED CENTRAL AMERICA,11
11-867-448,DAVID BERNAL,11
8-757-819,EVELIN TEJADA,11
2098949-1-756387,NEW CONCEP INTER.SUPPLIERS S.A,11
AP394846,CAROLINA VAZQUEZ,11
9-105-237,JOSE PEDRO BORBUA/E.NVA. ERA CAR AUDIO,11
1712138096,ALEXANDRA GRANDA,11
8-841-945,ALMACEN GRAN FUTURO,11
3-41-167,MARCELO RIOS PALACIO,11
4-120-728,ALEXANDER RONI GOMEZ MONTES,11
1969508-1-735083,CARBONARI S A,11
N-20-449,CHRISTOPHEN GEORGE FROCHAUX SUTTERLIN,11
155639997-2-2016,GATEWAY DEFENCE & SECURITY COR,11
N-20-494,WU WEI FENG,11
4-122-2706,EDILSA MIRANDA PITTI,11
8-179-344,BASILIA MARTINEZ,11
4-726-493,YARIELYS DEL VALLE,11
E-8-144072,JOSE DINARES BADIELLA,11
8-3205-391,YONY ANIBAL TORRES / J&M DISTRIBUIDORES,11
4-235-167,PROPIEDADES INDUSTRIALES SISIUS S.A.,11
196-8-47222,CORPORACION IMPA DOEL S.A.,11
155630497-2-2016,"GRUPO PRIMO, S.A.",11
8-220-1343,HUGO E.GRIMALDO,11
8-888-888,HOTEL WESTIN PLAYA BONITA PANAMA,11
8-486-504,GRACE VALLARINO SANDOVAL,11
49692-20-315863,AUSTIN POWDER PANAMA S A,11
8-731-1784,WILLIAM MOORE,11
2198581-1-772910,CUEVAS COMPANY S A,11
3-80-2606,MARIA DOLORES ESCOBAR,11
AT414346,KAREN LOPEZ,11
155588891-2-2014,VIP AIRE ACONDICIONADO S.A.,11
57835-124-339926,CENTRO TECNICO ORTOPEDICO S A,11
155604420-2-2015,IMPORTADORA DE FRUTAS ZHANG SA,11
2690647-1-846687,GRANOS DE PEDASI S.A,11
155600520-2-2015,ESTRUCTURAS Y PISOS PANAM,11
3-114-761,DAVID GARCIA,11
8-NT-2-403,PARTIDO POPULAR,11
804410-1-496026,MR  SANDWICH  S A,11
2586051-1-831705,COCO CENTER INC,11
1539732-1-655403,DISTRIBUIDORA DE PRODUCTOS FARMACEUTICOS  S A,11
4-712-1569,GEOVANI ALEXANDER DOMINGUEZ QUIEL,11
1308255-1-607576,BORN ANIMAL BIOTECHNOLOGY PANAMA CORP,11
2365128-1-799854,SETUP TECH HOLDING S.A.,11
1637657-1-673131,KADABRA  S A,11
8-239-168,ANAMAY D ANELLO DE BERROCAL,11
973143-1-530340,MOLDURAS AUTOMOTRIZ S A,11
25026206-3-2015,ASOC. NAC. ESGRIMA DE PANAMA,11
733069-1-475803,RED BULL PANAMA  S A,11
909-459-103719,E PORTO C Y CIA S A,11
1588378-1-663936,R G NETWORKS CORP,11
HM639035,HECTOR FELIPE MOTTA,11
8-736-902,KENNY ISAAC SUIRA,11
8-777-101,GORGE WONG,11
155605835-2-2015,"SPARTAN DE PANAMA, S.A",11
2-725-170,PATTY S SHOP & GIFT,11
8-839-1386,PRISCILLA DE LEWIS,11
AM778185,WILSON URREGO MARTINEZ,11
775500-1-486567,ELECTROGENERADORA DEL ISTMO  S A,11
155626948-2-2016,"GRUPO TECH PTY, SA",11
155618363-2-2015,IMPERMEMBRANAS S.A.,11
1131166-1-567082,VALFRANCIS INVESTMENT  GROUP,11
421505-1-427438,JOAN S A,11
AS169765,DAVID GARCES,11
1119979-1-564146,RC CONTRACTORS  S  A,11
2071573-1-751611,MATERIALES DE CONSTRU S.P,11
2251074-1-781569,CONSTRUCTORA LISTA S.A,11
1948969-1-731495,PANAMA PROPERTY RENTALS CORP,11
40140-16-278355,FLEXO & PACK S A,11
6-714-1068,HANI MAHER MUSTAFA,11
4-225-54,JOSE PITTY,11
8-NT-1-23866,PARTIDO PANAMEÑISTA,11
N-19-1051,SUPERMERCADO YAP,11
8-280-559,BOULEVARD DEL CUERO S.A.,11
155601390-2-2016,SUNGLAS  HUT,11
PA0088882,MARIA MOJICA,11
8-711-2459,DIEGO DOLANDE,11
155586901-2-2014,DI AVENUE S.A.,11
1475079-1-642753,APICAL REFORESTADORA  S A,11
155607138-2-2015,"PERFOSTAR PANAMA, SA",11
1525967-1-652514,CLEAR DISTRIBUTION S.A.,11
E-8-154531,JUAN OCEJO,11
8-842-290,SERGIO MANUEL BATISTA ROGRIGUEZ,11
F685489,ALEXANDER DONOSO ESQUIVEL,11
10-709-1716,ARTEMIO LOPEZ PEREZ,11
2227365-1-777422,EMETEC CORP,11
2171397-1-768779,HIELO CRISTAL CENTRAL ISTM.S.A,11
8-703-1114,GLORIA ORTIZ,11
2429791-1-809057,MAQUINARIAS AGROCOMERC. DE PMA,11
1556241573-2-2016,M & M TOUJMARQ AMERICAN INC,11
8-313-667,GUIDO MARTINELLI,11
1300167-1-605358,ALBATROS PROJECT  INC,11
9-730-1756,JOSE DEL CARMEN SANCHEZ,11
8-739-2108,JOSE EDWIN MORENO  ALONSO,11
4-88-917,LORENZO OSTIA MARQUINEZ,11
N-18-985,CESAR LOO CL IMPORT,11
AT938321,ADRIAN RAMIREZ,11
100222816,CESAR CASTA?EDA,11
8-819-190,WIPIENG WU WU,11
8-799-505,EMILY LIAO   AIRE.COM,11
N-20-59,HONG KONG CENTER,11
1670077-1-679493,HIJAZ S.A/STYLOS,11
130849016,NATHALIA ALEXANDRA LUCCHESI CAMPOS,11
2253004-1-781918,GESTEQUIP S.A.,11
8-112-230,MAGALYS ESPINOSA /VARIEDADES MAGGE,11
4-759-1998,ALBERTAN MONTEZUMA MONTEZUMA,11
6-56-1311,DARIO ALBERTO GONZALEZ,11
1246-85-112930,CASA DE LOS MANTELES,11
8-358-789,LUIS PATRICIO STEPHENS SALMON,11
479-337-103503,FIDANQUE HERMANOS E HIJOS,11
E-8-75917,MINI SUPER Y PANADERIA CENTRO CHEPO,11
155654288-2-2017,GRUPO INT MOVIL,11
1277634-1-599676,VIVABI PANAMA  S A,11
28546-2-231916,MASABE S A,11
2358384-1-798876,SOLUTEC PANAMA S.A.,11
155623829-2-2016,"P&V MEDICAL INTERNATIONAL, SA",11
4-226-470,EL NUEVO REY,11
57179-167-337968,GRUPO PANALANG UNION INC,11
2179957-1-770229,PRECIO Y CALIDAD S A  (PRECA),11
E-8-110122,LAURA NICOLETA DOBREANU,11
155609662-2-2015,THE LUXURY LAUDRY,11
311677-1-411600,"DAVID CARBALLEDA Y CIA, S.A.",11
2146999-1-764777,COMERCIALIZADORA E.D PUEBLA SA,11
1040-235-114211,SYNGENTA CROP PROTECTION AG,11
2631704-1-838213,LYD GROUP S.A.,11
155596382-2-2015,7COLINAS PANAM,11
8-838-849,dulitima dayaneth lau,11
61085-35-348408,SAGICOR PANAMA  S  A,11
2405573-1-805595,COMERC.LAS AMERICAS S.A.,11
9-714-911,BEAUTY HOMES/ALI ABDALLAH EL ARAJ GUEVARA,11
155670514-2-2018,"ETS AMERICA, S.A.",11
1806024-1-706254,HIGH TECH SOLUTIONS PANAMA S A,11
155622554-2-2016,ECO SUPPLIER S.A.,11
1475445-1-642798,CM CONSTRUMARKET S A,11
2606142-1-834624,PROY.DE DES.SOSTENIBLE PMA S.A,11
155586449-2-2014,"SOLARCENTURY PANAMA, SA",11
SN,EMBAJADA DE LA REPUBLICA FEDERAL DE ALEMANIA,11
1323138-1-610984,INGENIEROS CONSTRUCTORES  S A,11
8-877-1517,MULTICUEROS ACRAF/KATIUSKA LILIBETH PINTO DE CUADROS.,11
1090277-1-556889,VISTA HERMOSA INVERTIONS INC,11
8-440-557,LISBETH MURILLO(REUESTOS COMERCIALES )#5,11
4-204-359,YACOV ZIZIC,11
182011-1-708929,HAGE BROTHERS,11
8-210-636,AIDA AURORA REYES BRUGIATTI,11
2398818-1-804592,"GASIT PANAMA, SA",11
44104-35-294104,TELEFOTO PANAMA S A,11
8-822-1048,OPTICA HITO/JOSUE I. BATISTA LAO,11
8-848-2405,JUAN ANDRES GERBAUD HUMBERT,11
2652139-1-840964,GAMING CONS & HOSPITALITY S.A.,11
155667006-2-2018,"TEXCEM PANAMA, S.A",11
22356-100-200245,ELECTRONICA COMPUTACION Y COMUNICA S A,11
8-309-95,LUIS FERNANDO CASCO ARIAS,11
E-8-85537,OSCAR MANUEL BAZAN REBBECK,11
E-8-117514,LAURA MADRIGAL ULATE,11
1570764-1-660666,PRINT PLUS S.A.,11
8-736-271,CARLOS MONTERO,11
454698-1-432090,MUNDO LITOGRAFICO Y EDUCATIVO,11
2633278-1-838452,"GARDEN CARE PANAMA, SA",11
155604631-2-2015,"GRUPO AUREO, SA",11
1183253-1-578647,MANGUERAS PANAMA  S A,11
N19-1569,CHEDIA ISSA,11
1567275-1-660104,TX CAPILAR CORP,11
4-748-707,FRANCISCO HIM SANCHEZ,11
E-8-105169,JUNBIN QIU,11
AQ961154,CAROLINA BETANCUR,11
155595331-2-2015,DIST. ISTMEÑA DE ALIMENTOS S.A,11
8-779-1252,LUIS ANGELO CARGIULO VELARDE,11
45185-34-299020,GOLF VIEW  S A,11
4-731-806,LUIS ESQUIVEL G.,11
TR4781019,TETSUYA YOKOKAWA,11
155661695-2-2018,INNOVA & ASSOC. ILIMITED INC,11
NPP5B9105,MATHEUS LEONARDUS JOHANNES HENRICUS,11
5915535,JACINTO MAMANI ALATA,11
1354171-1-618070,ALUYAMAR S A,11
155606173-2-2015,GOOD FOODS COMPANY INC,11
155675747-2-2019,HIKVISION CENTRAL AMERICA S.A.,11
N-20-1244,YIFAN   LIU   HOU,11
A095485,JORGE RAMIREZ,11
E-8-64380,VIKRAM CHHABRIA,11
567695-1-19956,FEDERACION PANAME?A DE BEISBOL,11
8-426-283,MARTA QUESADA RAMIREZ,11
2629778-1-837879,"SKLEAN PANAMA, S.A.",11
756890-1-481536,FELIZ HOGAR  S A,11
8-766-334,NATALIA E. CARRIZO JIMENE,11
155639051-2-2016,MV INVESTMENT INC,11
8-234-762,WILLESLEY JOHNSTON H,11
8-419-228,RICAUTER GRAJALES PEZET,11
212971-1-263,PROCTERS GAMBLE INTERAMERICAS DE PANAMA S. DE R.L,11
4-737-361,ELIUD EDUARDO AIZPRUA VARGAS,11
155593969-2-2015,"CHEMATEK LATAM, S.A.",11
N-8-974443,HOSE STORE,11
N-21-404,FORZA VIII,11
9-712-2403,VICTOR AGUDO,11
2638370-1-839092,VIDA ENTERTAINMENT CORP,11
125364441,PAOLA  CRISTINA PIRELA PI?EIRO,11
1766402-1-699237,OFERTASIMPLE COM  S A,11
8-917-2284,MARIO CHEN FAN,11
2672735-1-843961,"SCRAP METAL,S.A",11
2421490-1-807891,"CARIBE SUR INTERNACIONAL, S. A.",11
X3391045,FEDERICO SPINOLA,11
4-458-489,ABRAHAM CABALLERO,11
8-434-221,ANA I. URANGA DE DIEZ,11
8/515/685,VENTAS Y SERV. DE MERC INT,11
8-743-1588,PABLO GOMEZ TEJEIRA,11
PE-9-105,ANA YAU DE FU/CASA MAYORISTA ALEGRIA NO.2,11
AT911187,ANTONIO GAVIRIA GRANADA,11
155649977-2-2017,"ECCO CACC, S.A.",11
2640995-1-839487,METRO SHOES SALES. S. A.,11
4-276-364,FARID CAMILO GOZAINE ABDEL MALEK,11
180267-1-391995,"IMPORTADORA Y EXPORTADORA WOCHAS, S.A.",11
E-8-78359,AHMAD ABDEL AZIZ IMTEIR,11
3-72-532,IVONNE DAYAN ZEBEDE /DIST S.D.,11
7-121-620,CARLOS ENRIQUE UPEGUI DEL CID / COMERCIAL CHARLIE,11
155605088-2-2015,BEITON TECNOLOGIA,11
155656160-2-2017,"INDUSTRIA LA PALMERA, S.A.",11
155625032-2-2016,ECCO LATIN AMERICAN HOLDING,11
11689494508,JOSE ANTONIO GALAVIS,11
8-392-919,SUPERMERCADO SUPER PRECIO,11
E-8-138175,PATRICIA CAROLINA TORRES GIL,11
9-707-304,HECTOR JAVIER ABREGO,11
8-904-871,LIU HOU ZHONG,11
8-819-1468,"MULTI HERRAMIENTAS, A20",11
8-701-1050,SPORT TECHNOLOGY,11
28753-100-232723,DAKAR TRADING S.A,11
2668240-1-843190,PROVENTAS,11
2041377-1-746422,NEGOCIOS TRIPLE RRR S.A,10
505754953,RON PIRNE,10
1980565-1-736956,CENTRO COMERCIAL SOHO BALBOA  S  A,10
8-435-859,JORGE ARAUZ,10
1170707-1-576037,TRANSPORTE CHAVEZ,10
E-8-51404,"FAB DE PLASTICOS HERMANOS MAC KAM WEI, S.A.",10
2563858-1-828234,"RASET PANAMA, S.A.",10
PA5560565,LUIS TAGUADA QUISPE,10
155608142-2-2015,"SOLUCIONES DECOR, S.A.",10
2379898-1-801961,HIGH FASHION GROUP SA,10
155631153-2-2016,"TECH HOLDING PTY, S.A.",10
2-134-802,JAVIER HARMODIO TU,10
8-783-2084,MARIA GLORIA GAITAN TEJADA,10
1287064-1-602031,SERVICONSTRUCCIONES M & R S A,10
1892141-1-721135,AIRSTAR LATINO AMERICA NETWORK INC,10
E-8-45494,MARIA DO SOCORRO RIBEIRO,10
299221-1-18014,ASOCIACION DE PRODUCTORES DE LECHE DE PROVINCIAS CENTRALES (APLEPC),10
48954-30-313078,VAN OORD PANAMA  S A,10
8-701-2369,GISELA  GONZALEZ,10
155650202-2-2017,CONSTRUCTORA TIMSA & ASOCIADOS,10
2563861-1-828233,"I C CORP, S.A.",10
1144151-1-570269,GRUPO EDITORIAL SHOP IN 98  C A,10
8-733-2081,EMILY COHEN,10
71762-1-374136,INVERSIONES KIME  S A,10
40215-116-278721,PETROLEOS EQUIPOS Y PARTES S A,10
8-777-101,JORGE WONG CHING,10
8-713-674,LUKMAN RAWAT/ Novedades Deluxe,10
8-708-2014,JENNIFER BAKER,10
243232-1-1809413,BEIXIN CONSTRUCTION & ENGINEERING CORP,10
155598241-2-2015,GRUPO GASOL  S A,10
7-121-620,COMERCIAL CHARLIE,10
8-832-1041,WEIQIU LUO/CENTRO DE AUTO REPUESTO,10
8-418-844,NELSON MANGRAVITA,10
8-718-1534,PERLA ZAYAT ZEBEDE DE LALO,10
8-484-728,GUILLERMO PUGAS/GAP COMMUNICATIONS,10
AP441665,JHON FREDY AGUDELO BETANCOURT,10
155681275-2-2019,"IMPORTACIONES L & L, S.A.",10
155624367-2-2016,ADARE INTERNATIONAL PMA S DE R,10
155681294-2-2019,"DICILLANTAS, S.A.",10
E-8-86435,HUNG FA PANAMA S.A.,10
8-281-436,KARIN ANTONIO MORELOS K,10
E-128-123,PEDRO BEROIZ SORIA,10
E-8-92419,MEI YIN DU  (IVA DU),10
E-8-118264,JOSE MARIA RUIZ LIZANA,10
6-23-62,SOF,10
1769771-1-699759,LA CORU,10
AN962284,JESSICA VIVAS CALERO,10
155605614-2-2015,MOPINA S.A.,10
2320639-1-792936,VISUAL TOTAL S.A,10
8-89-146,CAMILO QUELQUELLE,10
N-20-208,SHU WAH CHONG WONG / NOVEDADES JACKY,10
1691469-1-684534,MESOESTETIC PANAMA S A,10
2284401-1-757511,ALMACEN EL CENTRO DEL PUEBLO,10
E-8-109297,LUZ MARIA PEREZ C. /EXPOLLANTAS S. A.,10
1876575-1-718232,AVICOLA SAN MARINO  S A,10
E-8-105089,GUSTAVO ALEJANDRO JIMENEZ,10
1913451-1-724870,PETROIL SERVICES PANAMA  S A,10
8-259-791,EMANUEL GONZALEZ REVILLA,10
069261819,ABRAHAN LEZAMA,10
8-834-951,IRVIN  J HALMAN,10
6-706-824,JULIO DANIEL GONZALEZ BRAVO,10
8-741-1584,LEONARDO RODRIGUEZ ALVARADO,10
8-421-311,María Lezcano,10
155644015-2-2017,JLP DISTRIBUTION INC,10
E-8-125394,Carmine Scarano,10
1284836-1-601433,GRUPO ARBELAEZ  S A,10
52663-2-325361,OCEAN POLLUTION CONTROL S A,10
9-101-1291,EUFELIA MARIA MONTILLA,10
8-727-2325,MORRIS EZRA HAFEITZ SASSON,10
2667438-1-843091,"ANIMA BOUTIQUE, S.A.",10
4-724-1305,ELSY NAYARETH BEITIA ROJAS/NOV.LA ELEGANCIA,10
155625948-1-2016,PANA BEAUTY GROUP,10
155649927-2-2017,"MAQUINARIAS TECNIFAR, S.A.",10
8-703-1934,SOLUCIONES INDUSTRIALES/CARLOS RIDRIGUEZ,10
8-830-553,CARLOS LUO CH. (AMP.REP. COMERCIALES 4,10
